384.91614,388.1041,420.9022,367.8762
387.77487,390.78757,371.22482,370.5248
386.54062,392.62726,372.25995,372.4333
385.94553,392.36743,370.81714,372.64862
370.84464,392.68503,375.06277,366.034
373.34778,395.7005,385.2964,368.90408
372.36142,366.1573,382.86276,369.3891
372.49854,375.45676,381.1456,372.67645
372.02094,383.13797,382.00357,375.07248
362.84247,393.4097,393.7098,378.81848
359.805,393.50092,388.20197,381.65805
379.32843,386.51147,382.40988,384.16174
381.161,388.76556,381.15485,384.3812
357.14633,381.78528,377.13724,387.75546
379.59097,379.7862,388.09167,386.176
377.97192,385.55707,375.29968,389.19498
383.21945,400.85864,363.05292,388.06805
392.5335,393.1062,354.31784,395.93216
390.8847,398.6797,363.69763,393.55652
392.75528,421.54874,384.49384,378.58777
401.5151,407.19962,392.42972,381.9679
408.10504,400.17398,383.3546,371.32486
406.413,385.6933,395.28754,368.60284
401.61554,385.14105,389.9462,401.75555
397.71625,383.59824,389.64087,395.38483
392.7026,385.50647,391.6167,387.94272
394.26126,382.95453,386.02188,388.68475
389.34247,390.14993,386.17535,387.02603
382.52417,396.6661,382.08392,388.93195
387.20273,380.16068,378.4967,389.6023
385.13477,390.51315,395.75977,392.825
371.03528,397.04446,387.49927,390.1707
383.21805,388.80084,379.298,396.90796
377.6938,392.9095,377.5537,392.48126
379.36713,396.4218,371.27063,393.84375
371.62408,386.2569,372.9387,385.91345
370.48688,390.82764,373.44205,384.10712
380.31573,398.84207,369.44565,381.6064
395.25766,407.05362,362.55194,381.98105
393.6116,401.95914,372.76315,374.6642
387.93472,367.87164,377.95447,373.4509
390.45624,366.5147,370.42456,389.00812
398.92883,370.2443,374.59723,397.57764
401.69434,367.73257,379.90897,397.86743
401.14996,364.0936,367.13895,408.00558
391.3764,371.5665,386.69476,390.9219
360.8766,386.62952,378.97507,371.70483
357.1076,395.32147,372.01343,370.81525
359.22946,401.98007,367.37692,392.17557
383.81082,405.6476,375.05017,373.77435
386.5123,396.0573,372.88104,372.44305
382.68143,382.27237,378.95422,388.9114
402.11636,395.0009,367.12512,387.49124
442.0155,409.1112,357.06616,387.27853
447.12302,405.39563,362.81796,384.05835
410.0565,399.5976,368.47815,385.1425
