345.13815,403.60443,358.74228,360.90857
355.65195,406.12674,356.83096,371.01215
362.2816,395.08267,361.0795,372.5756
358.063,381.4001,362.91138,365.80737
349.23596,385.26462,351.38715,371.29822
350.01044,383.98163,365.38675,369.19135
373.76544,380.30655,374.56195,382.68497
373.36426,371.44867,375.8249,396.94086
397.84863,388.37326,377.32425,394.12653
384.92456,393.57288,365.9202,394.57013
390.0213,393.81836,366.06296,396.00662
391.31036,398.35638,367.0609,395.29764
380.29782,380.15424,364.01572,394.92874
375.7742,380.3923,357.80072,393.2646
382.46692,381.9494,355.26062,385.95364
400.56372,384.91214,357.46768,384.32077
389.17642,392.348,362.47882,383.16724
390.711,384.90106,359.89474,379.55182
401.93387,400.11707,355.06012,393.32953
389.219,403.0407,363.79462,388.09164
440.44196,405.41342,353.1445,387.79373
404.25476,421.7974,338.0566,384.2976
392.26486,428.83533,327.85767,400.64368
389.32986,427.468,321.8133,413.87714
389.68185,425.59854,305.97083,405.66376
391.03873,434.09213,297.5868,400.43887
391.5393,411.40543,310.42892,398.75818
388.39865,414.2932,304.94138,384.51678
383.70715,413.88474,294.29703,373.6411
382.798,410.75568,303.67654,364.11752
384.1216,407.72467,349.7266,363.773
346.80246,406.8315,347.64514,368.62308
327.24628,405.2547,361.8785,370.75223
332.44577,391.68646,351.29153,370.2793
348.23758,377.1488,357.3622,351.3984
372.28262,355.4322,380.0894,359.8316
360.3084,366.34552,368.6911,378.95663
353.2449,371.05536,374.18054,390.82227
342.77402,376.39594,366.78873,391.2511
358.7472,391.38586,368.82352,380.9115
355.5762,396.11264,370.2369,382.84845
366.82874,396.69492,367.3373,386.64005
366.3835,399.50323,367.77695,358.6479
368.08963,398.3637,366.7227,349.81473
372.52087,404.35516,366.2793,355.84708
376.46838,385.79633,367.93384,359.5386
381.0515,390.8243,370.33075,360.50317
376.56018,399.39774,387.44254,359.35803
338.38333,413.35068,378.33746,364.97403
340.16748,403.09137,372.79697,365.92218
340.59402,390.3846,365.21454,367.8934
395.06274,423.9384,357.81332,375.71744
434.4649,415.54492,360.46252,379.04852
425.48297,410.75635,368.8153,381.69666
405.39862,414.90836,367.56534,382.51077
400.74304,414.67108,364.50153,381.99844
397.86142,412.09482,362.89755,385.0868
