351.72943,331.85052,356.56104,357.79675
356.2266,326.1965,358.37573,357.63046
349.0888,335.0661,361.35883,356.20874
341.82614,345.4949,354.32022,337.24313
338.85602,345.89008,361.80048,340.98602
337.18515,347.53436,359.9699,341.87924
337.02667,352.07983,344.22757,352.36057
336.3961,358.90482,346.3886,361.9101
336.2425,360.85678,350.6279,371.04758
328.42047,359.35648,347.2582,378.90497
329.79648,366.98294,343.66733,366.32837
336.55292,366.19852,343.04373,361.49863
325.6036,371.27557,345.2383,359.493
327.94254,362.65082,349.99686,360.13626
330.4759,373.50696,347.50827,378.35992
328.31757,369.10156,342.6474,382.37292
363.78592,371.88492,342.04196,406.90173
349.97784,377.057,348.88483,410.44864
351.64392,376.31198,345.79697,407.43948
375.5646,377.85837,342.40005,391.60925
354.4173,373.90512,343.45056,384.81305
357.50546,378.91742,334.84787,387.78964
361.16974,384.27292,338.6143,382.3328
348.7849,372.1822,323.45062,386.5001
344.4873,381.54657,310.2784,384.53632
350.30594,382.64258,309.06213,385.3995
358.30075,388.04938,303.8793,385.17667
363.18127,362.90192,299.89578,374.85086
373.95993,363.35547,300.48364,369.65137
396.966,364.93408,304.38824,371.3102
381.22116,365.08066,318.42136,373.98166
370.3919,364.3173,328.51376,369.72516
398.95746,375.7849,334.50952,384.39026
369.93173,385.0037,333.40164,368.33664
362.85794,390.84665,330.4742,359.37476
364.68756,381.67148,335.7251,346.36353
354.42294,387.38177,350.32748,348.51166
354.4723,399.1138,352.57562,357.2233
356.09616,385.6561,384.33212,357.5711
354.52734,385.2461,386.15247,363.4845
347.52713,356.87567,371.4082,360.83127
340.5881,360.25876,361.89532,363.70615
336.89972,366.06723,372.3223,364.301
334.86523,375.11618,352.721,359.25302
343.97894,378.03696,368.1069,374.36792
343.01746,382.02875,369.29114,390.56146
344.08075,384.6483,367.47836,379.15744
335.0098,391.24506,372.14294,376.59006
352.42987,392.2909,373.7499,390.0802
351.20078,390.92624,372.209,390.21365
366.81265,387.0888,355.7569,383.97614
356.45587,374.55048,356.07553,374.6527
333.6953,381.97485,346.59833,363.7757
348.17465,384.12448,332.75436,378.62152
365.67398,392.79623,385.8117,387.84085
361.5542,387.16165,360.52692,390.70828
342.64474,393.2835,351.55655,390.2125
330.72348,387.2903,348.43668,393.98447
338.61554,398.8641,354.40442,391.82904
352.56448,405.13962,356.93503,388.711
366.45157,391.72537,363.00485,390.3919
374.1738,396.40497,363.4831,400.9157
369.7522,389.30502,359.26355,405.1048
377.60754,376.0016,360.47458,413.36823
391.33804,383.02805,350.1275,421.33737
385.67065,417.2553,350.93073,395.90573
350.53394,391.59232,333.7786,396.6832
334.3377,395.48212,344.00854,400.25247
333.00305,413.922,328.1874,400.79993
343.80023,418.49582,332.2885,360.36447
355.90045,418.32367,353.828,322.7799
312.3822,406.26,357.38248,325.6066
349.70648,409.98642,358.05066,334.22092
427.61298,408.39838,347.87442,346.7038
412.23224,405.69458,348.1545,352.17508
417.22372,394.89737,347.6741,362.67514
402.46518,399.73364,349.34006,362.07446
395.8867,426.34357,319.50098,357.209
396.3936,431.67163,311.67798,383.47202
331.17535,398.93124,322.642,388.58975
340.66678,386.51328,329.12814,392.44998
339.06024,387.87247,330.09393,391.24615
332.0353,386.99985,333.93707,393.59216
325.62982,386.89645,347.67996,394.58554
